title,keyword,abstract,field,authors,date,doi,references
"Communications sans fil aux fréquences terahertz : applications à la vidéo haute définition temps réel,Wireless communications at terahertz frequencies : application for the high-definition television in real time","Free space transmissions,Transmission optique extraordinaire,Photomélange,Fréquences terahertz,Intégration de photodiode",,,Sara Bretin,2022,,
"Micro-structuration laser pour le packaging électro-optique avancé,Advanced electro-optical packaging using laser micro-structuring","Semiconductor technology,Interposeur verre,Packaging,Miroirs photoniques",,,Quentin Hivin,2022,,
GAP(111)B-SE Surface for TMD epitaxial growth,"TMD EPITAXIAL GROWTH,GAP111B-SE",,,"Niels Chapuis,Christophe Coinon,D. Deresmes,Xavier Wallart",2022,,
Sonification spatialisée de données météorologiques,,,,"Arthur Paté,Pierre Henry",2022,,
Integrated metrology devices dedicated to transient Harman measurement of silicon nano-meshes,,,,"Hafsa Ikzibane,Jon Canosa,Emmanuel Dubois,Jean-François Robillard",2022,,
[Seminar] Tunability of electrically controlled piezoelectric phononic crystals,,,,Anne-Christine Hladky,2022,10.52843/meta-mat.v3p896,
Plasmonic Approaches for the Detection of SARS-CoV-2 Viral Particles,"SARSC-CoV-2,Diagnostics,Surface plasmonic resonance SPR,Spike protein,Point-of-care testing",,"Clinical Biochemistry,General Medicine,Analytical Chemistry,Biotechnology,Instrumentation,Biomedical Engineering,Engineering (miscellaneous)","Sabine Szunerits,Hiba Saada,Quentin Pagneux,Rabah Boukherroub",2022,10.3390/bios12070548,"10.1038/s41467-021-24115-7, 10.1016/S0140-6736(20)31142-9, 10.1016/S0140-6736(21)02346-1, 10.1038/s41579-020-00461-z, 10.1016/S2666-5247(21)00143-9, 10.1021/acssensors.0c01153, 10.1016/S1473-3099(20)30985-3, 10.1016/j.ijid.2020.04.083, 10.1016/j.jinf.2020.06.067, 10.1101/2020.08.04.20167932, 10.1136/bmjopen-2020-039856, 10.1021/acsomega.1c00166, 10.1038/d41586-021-00332-4, 10.3390/diagnostics11030427, 10.7554/eLife.57309, 10.1038/s43856-022-00113-8, 10.1016/S1473-3099(20)30484-9, 10.1007/s00216-021-03298-4, 10.1038/s41467-020-18159-4, 10.1007/s00216-021-03435-z, 10.3390/bios11080250, 10.1002/VIW.20200138, 10.1039/D2SD00087C, 10.1021/acsnano.0c03822, 10.1016/j.snb.2020.128971, 10.1002/advs.202105231, 10.1038/s41587-020-0513-4, 10.1016/j.cossms.2011.05.001, 10.1021/ac502705n, 10.3390/bios11070233, 10.1021/am405541z, 10.1016/j.bios.2014.09.082, 10.3390/s19112533, 10.1002/elps.202000121, 10.1007/s00216-020-03137-y, 10.1016/j.bios.2021.113486, 10.1016/j.mcp.2020.101636, 10.1039/D0CC03993D, 10.1021/acs.analchem.1c04372, 10.1038/s41586-020-2179-y, 10.1016/j.cell.2020.04.031, 10.1016/j.pep.2017.04.008, 10.1021/acsabm.0c01083, 10.1038/s42003-020-01615-8, 10.3390/s21175857, 10.1021/acs.analchem.7b03934, 10.1016/j.bios.2020.112685, 10.3390/s21103491, 10.1039/D0AN00316F, 10.1038/s41598-020-68050-x, 10.3390/mi11050526, 10.1016/j.snb.2016.11.113, 10.1016/j.snb.2016.08.061, 10.1016/S0925-4005(98)00315-3, 10.1038/srep12864, 10.3390/s121013964, 10.1021/acs.analchem.9b00683, 10.1021/acs.analchem.0c03347, 10.1021/acs.jpcc.0c05995, 10.1039/C7AN00216E, 10.1038/s41598-021-00844-z, 10.1093/clinchem/hvaa029, 10.1073/pnas.2011221117, 10.1021/acsnano.0c02823, 10.1021/acsnano.0c06392, 10.1007/s12035-021-02696-0, "
On The Necessity of Multiphysics Simulation Experiments in MEMS Teaching,"Multiphysics simulation,Hands-on experiment,MEMS theory,Visualization,Multiphysics simulation,Multiphysics simulation,Multiphysics simulation",,,"Jinying Zhang,Wei-Jiang Xu,Xianmei Wu",2022,10.1109/TALE52509.2021.9678780,"10.1109/58.949733, 10.1109/TE.2011.2169066, 10.1109/COBEP.2015.7420208, 10.1109/ICEMS.2014.7014109, 10.1109/ICELIE.2013.6701277, 10.1109/FIE.2015.7344270, 10.1109/TALE.2016.7851830, 10.1109/ICELIE.2013.6701281, 10.1109/COBEP.2011.6085254, 10.1109/58.55314, "
[Tutorial] Microfabrication of THz on-wafer calibration kits and nanorobotics on-wafer probing station,"Microfabrication,Tutorial,Calibration kits,THz,Probing station",,,"Kamel Haddadi,Isabelle Roch-Jeune",2022,,
[Seminar] A brief overview of chip-scale atomic clocks,,,,Vincent Maurice,2022,,
How to tame a free non-laminar Savart sheet into individual jets?,"Savart sheet,Free surface flow,Jets,Droplets",,"Fluid Flow and Transfer Processes,General Physics and Astronomy,Mechanical Engineering","Sofiene Oulded Taled Salah,Ghada Chouk,Alexis Duchesne,Nicolas de Cock,Khaoula Abrougui,Frédéric Lebeau,Stéphane Dorbolo",2022,10.1016/j.ijmultiphaseflow.2022.104032,"10.1063/1.1738650, 10.1017/S0022112000002895, 10.1017/S0022112002008339, 10.1016/j.cropro.2016.07.016, 10.1016/j.biosystemseng.2017.08.001, 10.1017/jfm.2013.60, 10.1088/0034-4885/71/3/036601, 10.1017/jfm.2014.397, 10.1103/PhysRevFluids.2.042401, 10.1017/jfm.2016.241, 10.1103/PhysRevLett.120.164501, 10.1017/jfm.2017.877, 10.1063/1.4943009, 10.1017/S0022112067000874, 10.1016/j.euromechflu.2018.06.009, 10.1115/1.4037676, 10.1016/j.firesaf.2018.07.004, 10.1017/jfm.2020.366, 10.1017/S0022112002008376, 10.1088/0370-1301/62/6/301, 10.1017/jfm.2018.359, 10.1021/acs.iecr.9b06354, "
Hypersound damping in vitreous silica measured by picosecond acoustics,,,"Condensed Matter Physics,Electronic, Optical and Magnetic Materials","Arnaud Devos,M. Foret,S. Ayrinhac,P. Emery,B. Rufflé",2022,10.1103/PhysRevB.77.100201,"10.1111/j.1151-2916.1955.tb14914.x, 10.1016/0022-3093(76)90119-8, 10.1103/PhysRevLett.82.1478, 10.1098/rspa.1951.0147, 10.1103/PhysRevB.34.5696, 10.1016/0038-1098(93)90147-F, 10.1103/PhysRevB.46.2798, 10.1103/PhysRevB.72.214205, 10.1103/PhysRevB.4.2029, 10.1103/PhysRevB.38.12607, 10.1103/PhysRevLett.90.095502, 10.1103/PhysRevLett.96.045502, 10.1209/epl/i2005-10471-9, 10.1103/PhysRevB.63.132203, 10.1103/PhysRevLett.100.015501, 10.1103/PhysRevLett.97.035501, 10.1103/PhysRevLett.53.989, 10.1103/PhysRevB.44.4281, 10.1103/PhysRevB.54.203, 10.1103/PhysRevB.34.4129, 10.1016/0030-4018(86)90116-1, 10.1063/1.348958, 10.1103/PhysRevB.70.125208, 10.1063/1.1929869, 10.1063/1.2372745, 10.1364/JOSA.55.001205, 10.1103/PhysRevB.27.985, 10.1063/1.1721449, 10.1103/PhysRevB.74.012203, 10.1103/PhysRevLett.92.247401, 10.1103/PhysRevB.71.172201, 10.1103/PhysRevB.55.8049, 10.1103/PhysRevLett.98.079602, 10.1103/PhysRevB.55.5749, 10.1103/PhysRevLett.97.055501, 10.1088/0953-8984/11/10A/018, "
"Graphene Oxide Nanosheets for Localized Hyperthermia—Physicochemical Characterization, Biocompatibility, and Induction of Tumor Cell Death","Graphene oxide,Hyperthermia,Radiotherapy,Cell death,Infrared,Hemocompatibility",,General Medicine,"Malgorzata Podolska,Alexandre Barras,Christoph Alexiou,Benjamin Frey,Udo Gaipl,Rabah Boukherroub,Sabine Szunerits,Christina Janko,Luis Muñoz",2022,10.3390/cells9030776,"10.1142/S1793984415400024, 10.1016/j.biomaterials.2016.05.018, 10.1021/nn503450t, 10.1016/j.jconrel.2016.10.028, 10.1021/acsami.8b14784, 10.1016/S1040-8428(01)00179-2, 10.1007/s11468-014-9747-7, 10.1080/09553007114550601, 10.3109/02656739109004976, 10.3109/02656739709056426, 10.1001/jama.293.13.1653, 10.1172/JCI59770, 10.1172/JCI39115, 10.1073/pnas.1602230113, 10.1039/C8SM02525H, 10.3345/kjp.2015.58.7.239, 10.1166/jnn.2006.406, 10.1007/s11095-006-0069-0, 10.5772/59346, 10.1016/j.tiv.2009.12.007, 10.1016/j.toxlet.2013.05.010, 10.1002/JLB.3AB0918-370R, 10.1016/j.biomaterials.2005.04.063, 10.1021/nl060860z, 10.1302/0301-620X.84B2.0840295, 10.1002/(SICI)1097-4636(199606)31:2<251::AID-JBM12>3.0.CO;2-O, 10.1002/jps.21152, 10.3109/15563659609020246, 10.2147/IJN.S8428, 10.1038/nrd2153, 10.1016/j.ijpharm.2008.02.011, 10.1097/01.ta.0000208126.22089.b6, 10.1159/000066249, 10.1038/nnano.2008.68, 10.1016/j.toxlet.2009.08.010, 10.1021/nl202515a, 10.1016/j.biomaterials.2013.01.001, 10.2147/IJN.S138108, 10.1002/wnan.66, 10.1002/smll.201303627, 10.1021/nl100996u, 10.1016/j.biomaterials.2011.11.064, 10.1007/s11671-010-9751-6, 10.3389/fimmu.2019.00012, 10.1073/pnas.0608582104, 10.1038/nnano.2013.181, 10.1021/ja107583h, 10.1039/C3MH00075C, 10.1039/C1CS15233E, 10.1111/j.1742-4658.2009.07062.x, 10.1021/ar500190q, 10.1021/jp502624n, 10.1021/ar300106h, 10.1016/j.nano.2015.11.011, 10.1039/C6NR09795B, 10.1021/nn103265h, 10.1002/ange.201806906, 10.1039/C8NR06535G, 10.1016/S0927-7765(99)00156-3, 10.1007/s00411-013-0497-2, 10.2217/fon.14.300, 10.1007/s00262-019-02460-3, 10.1016/j.bbrc.2009.12.008, 10.1021/acsami.5b05463, 10.1083/jcb.201004096, 10.1080/08916930701357331, 10.1038/37022, 10.1038/nrrheum.2010.46, 10.1084/jem.20081165, "
"Artificially induced anisotropy of thermal conductivity in 2D Si phononic membranes,Anisotropie de la conductivité thermique artificiellement induite dans des membranes phononiques en silicium","Silicon low-dimensional nanostructures,Nano-Fabrication,Guidage de chaleur dans des nanostructures de silicium",,,Stanislav Didenko,2022,,
[Workshop] Electronics,,,,F Medjdoub,2022,,
Guide d’ondes de surface sur une ligne plasmonique brodée,,,,"Ali Ghaddar,Baptiste Garnier,François Rault,Eric Lheurette,Ludovic Burgnies",2022,,
Topological surface wave metamaterials for robust vibration attenuation and energy harvesting,"Surface wave metamaterial,Topological insulator,Vibration attenuation,Energy harvesting,Robustness",,"Mechanical Engineering,Mechanics of Materials,General Materials Science,General Mathematics,Civil and Structural Engineering","Xinyue Wu,Yabin Jin,Abdelkrim Khelif,Xiaoying Zhuang,Timon Rabczuk,Bahram Djafari-Rouhani",2022,10.1080/15376494.2021.1937758,"10.1088/1367-2630/18/8/083041, 10.1063/5.0042577, 10.1088/1361-6633/abdab8(2021), 10.1103/PhysRevB.81.214303, 10.1126/science.289.5485.1734, 10.1103/PhysRevB.93.054109, 10.1103/PhysRevApplied.9.034013, 10.1142/S1758825114500422, 10.1016/j.eml.2016.02.004, 10.1038/s41377-020-0273-4, 10.1103/PhysRevB.97.054307, 10.1038/s42254-019-0030-x, 10.1063/1.5066088, 10.1088/1367-2630/aaeb61, 10.1103/PhysRevLett.122.204301, 10.1016/j.eml.2020.100777, 10.1103/PhysRevB.98.014302, 10.1038/s42005-020-0314-6, 10.1016/j.ijmecsci.2021.106391, 10.1103/PhysRevB.101.024101, 10.1103/PhysRevLett.88.225502, 10.1088/1361-6463/aae4f3, 10.1088/1361-6463/aa8a19, 10.1016/j.eml.2021.101209(2021), 10.1103/PhysRevApplied.15.024005, 10.1016/j.physleta.2019.126034, 10.1038/srep27717, 10.1038/srep19238, 10.1016/j.conbuildmat.2020.119936, 10.1002/adem.201901148, 10.1016/j.engstruct.2019.03.046, 10.1016/j.ijengsci.2020.103347, 10.1063/1.5021299, 10.1016/j.eml.2020.101018, 10.1063/1.5144177, 10.1103/PhysRevB.87.115143, 10.1103/PhysRevApplied.14.054035, 10.1063/1.5006010, 10.1103/PhysRevB.98.054307, 10.1088/1367-2630/aa56a2, 10.1103/PhysRevB.96.134307, 10.1038/s41563-018-0191-5, 10.1063/1.5066034, 10.1103/PhysRevB.99.195443, 10.1103/PhysRevB.14.2239, 10.1063/1.4939825, 10.1016/j.matdes.2020.109390, "
Boron-doped carbon nanowalls for fast and direct detection of cytochrome C and ricin by matrix-free laser desorption/ionization mass spectrometry,"Biological samples,Boron-doped carbon nanowalls,Cytochrome C,Mass spectrometry,Matrix-free laser desorption/ionization,Ricin B chain",,Analytical Chemistry,"I.S. Hosu,M. Sobaszek,M. Ficek,R. Bogdanowicz,Yannick Coffinier",2022,10.1016/j.talanta.2022.123778,"10.3390/toxins7124856, 10.1016/j.biotechadv.2014.11.012, 10.1021/am4002937, 10.1021/acs.analchem.8b04458, 10.2116/analsci.27.19, 10.1007/s00604-019-3900-0, 10.1016/j.bios.2008.07.049, 10.1016/j.bios.2016.10.086, 10.1177/107385840100700104, 10.1002/jms.4257, 10.1021/pr8003437, 10.1039/C0CS00050G, 10.1039/C7NR01069A, 10.1021/ac100550c, 10.1039/D1AN00047K, 10.1021/acs.jpcc.7b06365, 10.1021/ac3021104, 10.1039/c3an01120h, 10.1039/c2cp00038e, 10.1016/j.carbon.2020.10.072, 10.1016/j.apsusc.2013.01.112, 10.1063/1.1900297, 10.1021/nl300901a, 10.1021/la902266x, 10.1002/(SICI)1098-2787(1998)17:5<337::AID-MAS2>3.0.CO;2-S, 10.1038/srep03328, 10.1039/C1NR11274K, 10.1021/ac1017277, 10.1021/ac8026367, 10.1039/C9AN02181G, 10.1016/j.jlumin.2014.01.053, 10.1021/acs.analchem.6b02732, 10.1016/j.talanta.2020.122022, 10.1063/1.4791686, 10.1021/ac048460o, 10.1016/S1387-3806(02)00973-9, 10.1016/j.bios.2016.09.013, 10.1039/C5CC05933J, "
Vingt fois sur le métier remettez votre ouvrage… A propos des réformes du contentieux de la sécurité sociale et de l’admission à l’aide sociale,,,,Corinne Bléry,2022,,
La révocation populaire des parlementaires au Royaume-Uni,,,,Vanessa Barbé,2022,,
Aspects juridiques de la trahison politique : une définition et une sanction impossibles ?,,,,Vanessa Barbé,2022,,
L’éthique à l’épreuve de la crise,,,,"Vanessa Barbé,Jean-François Kerléo,Julien Padovani",2022,,
"PFM and s-SNOM imaging of minimally-twisted double bilayer graphene: moirés, domain walls and solitons",,,,"Pauline de Crombrugghe,Cristiane Nascimento Santos,Yuanzhuo Hong,Sambit Mohapatra,Watanabe K.,Taniguchi T.,Jean-Francois Lampin,Rebeca Ribeiro,Bernard Nysten,Benoit Hackens",2022,,
Lagrangian submanifolds of the nearly Kähler S3 × S3 from minimal surfaces in S3,"Minimal surfaces S3,Lagrangian submanifolds,Nearly Kaehler S3 × S3",,General Mathematics,Marilena Moruz,2022,10.1017/prm.2018.43,"10.2748/tmj/1178224980, 10.1007/s10455-009-9181-9, 10.4310/AJM.2002.v6.n3.a5, 10.1016/j.difgeo.2014.09.005, 10.1090/S0002-9947-2010-05167-0, 10.1090/S0002-9939-1981-0630028-6, 10.1007/978-1-4684-0059-5, 10.1007/s10455-017-9567-z, 10.4310/AJM.2003.v7.n1.a4, 10.2969/jmsj/04240565, 10.4310/jdg/1214429504, 10.1090/S0002-9947-96-01626-1, 10.4007/annals.2017.185.1.2, 10.1007/s10455-015-9470-4, 10.4171/079-1/11, 10.2748/tmj/1429549576, 10.1016/j.geomphys.2018.01.011, 10.1016/j.geomphys.2016.06.004, 10.1017/S0017089503001356, 10.1016/S0021-7824(98)80001-9, 10.4310/jdg/1214437486, 10.1023/A:1019506730571, "
HyperHeritage as UXD – User eXperience Design,,,,Sylvie Leleu-Merviel,2022,,
Du sens comme une attraction lictionnelle entre fragments rhapsodiques,,,,Sylvie Leleu-Merviel,2022,,
"Arenberg Creative Mine, l’expérience d’un site de transfert de technologies",,,,Sylvie Leleu-Merviel,2022,,
Montages culinaires…,,,,Sylvie Leleu-Merviel,2022,,
Défaut d’accomplissement d’une charge de la procédure sans abus n’est pas faute,,,,Corinne Bléry,2022,,
"Avec l’avis électronique de réception, tout est bon : nouvelle illustration","Actes et délais de procédure,Déclaration d'appel,Avis de réception,Avis électronique,RPVA,Communication par voie électronique",,,Corinne Bléry,2022,,
Quelle signification papier d’une déclaration d’appel dématérialisée ?,,,,Corinne Bléry,2022,,
A propos de l’ordonnance n° 2020-1400 du 18 novembre 2020 porte adaptation des règles applicables aux juridictions de l’ordre judiciaire statuant en matière non pénale et aux copropriété et son décret d’application n° 2020-1405 du 18 novembre 2020,,,,Corinne Bléry,2022,,
Appel d’une décision statuant sur la seule compétence : bis repetita,,,,Corinne Bléry,2022,,
Droit à l’obtention d’une preuve : de la “mesure”…,"Preuve,Obtention d'une preuve,Mesure d'instruction in futurum,Proportionnalité,Intérêts antinomiques,Mise en balance",,,Corinne Bléry,2022,,
"Strain, size, and composition of InAs quantum sticks embedded in InP determined via grazing incidence X-ray anomalous diffraction",InAs nanostructure anomalous diffraction synchrotron strain MBE growth,,General Physics and Astronomy,"Antoine Létoublon,Vincent Favre-Nicolin,Hubert Renevier,Proietti M.G.,C. Monat,M. Gendry,Olivier Marty,Catherine Priester",2022,10.1103/PhysRevLett.92.186101,"10.1063/1.125952, 10.1209/epl/i2002-00489-5, 10.1103/PhysRevB.66.245312, 10.1103/PhysRevLett.90.066105, 10.1103/PhysRevB.63.035318, 10.1063/1.1690101, 10.1103/PhysRevB.66.193305, 10.1007/BFb0045209, 10.1103/PhysRevB.59.5479, 10.1103/PhysRevB.57.14850, "
Optimisation technique of camera placement for motion capture simulations,,,"Computer Science Applications,Human-Computer Interaction,Biomedical Engineering,General Medicine,Bioengineering","Azeddine Aissaoui,Abdelkrim Ouafi,Zine-Eddine Baarir,Philippe Pudlo,Abdelmalik Taleb-Ahmed,Christophe Gillet,Foued Derraz",2022,10.1080/10255842.2014.931517,"10.1016/S0747-7171(89)80003-3, 10.1109/TIP.2013.2287606, 10.1007/s11263-012-0587-7, 10.1007/s11263-007-0057-9, 10.1016/S0031-3203(01)00076-0, 10.1016/B978-0-12-374633-7.00008-2, "
System-level power estimation tool for embedded processor based platforms,"Accuracy,Functional power models,Multi-core,Power/Energy Estimation,RISC processor,Speedup",,,"Santhosh Kumar Rethinagiri,Oscar Palomar,Rabie Ben Atitallah,Smail Niar,Osman Unsal,Adrian Cristal Kestelman",2022,10.1145/2555486.2555491,"10.1145/566726.566736, 10.1145/2024716.2024718, 10.1109/NEWCAS.2010.5603737, 10.1016/j.sysarc.2007.01.002, 10.1145/348019.348081, 10.1109/ICSAMOS.2010.5642102, 10.1109/ReCoSoC.2012.6322869, 10.1145/224081.224100, 10.5555/968878.968987, 10.1145/1669112.1669172, 10.1109/92.335013, 10.1007/978-3-642-11515-8, 10.5555/580549.835367, 10.1109/ISSOC.2011.6089692, 10.1109/DASIP.2011.6136852, 10.1145/2206781.2206839, 10.1145/2370816.2370865, 10.1145/339647.339659, "
NS-SRAM: Neighborhood Solidarity SRAM for Reliability Enhancement of SRAM Memories,"Reliability,SNM,Soft errors,SRAM",,,"Ihsen Alouani,Hamzeh Ahangari,Özcan Özturk,Smail Niar",2022,10.1109/DSD.2016.12,"10.1109/IOLTS.2011.5993842, 10.1145/1878921.1878956, 10.1109/RSP.2012.6380689, 10.1109/TVLSI.2009.2036362, 10.1049/el.2014.2540, 10.2514/6.2010-3374, 10.1109/TDMR.2014.2360035, 10.1109/DATE.2007.364504, 10.1109/IIRW.2013.6804187, 10.1109/23.903813, 10.1109/23.819093, 10.1109/JSSC.2006.873215, 10.1109/TVLSI.2011.2179681, 10.1147/rd.401.0003, 10.1109/TVLSI.2008.2003511, 10.1109/TDMR.2011.2167233, 10.1109/TVLSI.2010.2043271, 10.1109/JSSC.2008.917568, 10.1109/TCSI.2014.2304658, 10.1109/ISVLSI.2015.48, 10.1587/transele.E92.C.423, "
Improving CRPD Analysis for EDF Scheduling: Trading Speed for Precision,"CRPD,Cache analysis,Real-Time scheduling analysis",,,"Giuseppe Lipari,Fabien Bouquillon,Smail Niar",2022,10.1145/3477314.3507027,"10.1016/j.sysarc.2010.08.006, 10.1109/ECRTS.2009.21, 10.1007/s11241-012-9152-2, 10.1145/1755951.1755911, 10.1109/REAL.1990.128747, 10.1109/REAL.1990.128746, 10.1109/EMRTS.2004.1311021, 10.1109/RTSS.2014.25, 10.4230/OASIcs.WCET.2009.2285, 10.4230/OASIcs.WCET.2016.2, 10.4230/OASIcs.WCET.2010.136, 10.4230/LITES-v001-i001-a001, 10.1109/RTAS.2013.6531081, 10.4230/LIPIcs.ECRTS.2020.5, 10.4230/OASIcs.WCET.2006.678, 10.4230/OASIcs.WCET.2018.7, 10.1145/1210268.1210275, "
Spelling Error Perception During Personnel Selection: A Mixed Methods Study of Recruiters’ Judgments Using Lexicometric Analysis,,,Education,"Alain Lacroux,Christelle Martin Lacroux",2022,10.29034/ijmra.v11n2a4,"10.1080/08832323.2010.497819, 10.1007/s11135-018-0700-2, 10.1080/13594320902903613, 10.1002/mar.20742, 10.18637/jss.v067.i01, 10.1177/104973299129121749, 10.1080/19368623.2015.983631, 10.1177/1742715006062932, 10.1016/j.tree.2008.10.008, 10.32614/RJ-2013-018, 10.1177/1468794106058877, 10.1002/(SICI)1099-1379(199711)18:1+<533::AID-JOB906>3.3.CO;2-V, 10.1080/00909882.2012.712707, 10.3917/sim.092.0085, 10.1177/1050651992006001002, 10.1007/s10551-008-9794-0, 10.3917/g2000.305.0075, 10.1016/j.chb.2017.05.008, 10.1037/e566732013-001, 10.2139/ssrn.2018047, 10.3917/rdli.076.0071, 10.1002/job.769, 10.2753/MIS0742-1222220303, 10.1177/1558689817729476, 10.1177/1558689812437101, 10.1080/02702710500400495, 10.1201/b17096, 10.1145/365024.365037, 10.1177/1558689814550877, 10.1007/s10551-010-0380-x, 10.5465/amj.2016.4005, 10.1002/(SICI)1099-1379(199711)18:1+<583::AID-JOB908>3.0.CO;2-T, 10.1371/journal.pone.0173950, 10.1007/s10956-005-8087-y, 10.3917/cca.132.0097, 10.1126/science.aaa8685, 10.1177/1558689819841782, 10.29034/ijmra.v10n1editorial1, 10.1002/0471722146, 10.1037/a0026240, 10.1177/1558689806298224, 10.1177/1080569911413808, 10.1023/A:1022950813386, 10.1080/00221300209602029, 10.1111/j.1744-6570.2000.tb00217.x, 10.18637/jss.v082.i13, 10.1017/iop.2015.13, 10.1177/1558689816645005, 10.1007/978-94-017-1525-6, 10.1080/08838151.2012.761702, 10.1016/j.dss.2009.09.003, 10.1177/1558689815607096, 10.1080/08832321003713754, 10.3917/cca.192.0071, 10.1177/1558689815589050, 10.1177/1558689809355805, 10.4135/9781506335193.n17, 10.29034/ijmra.v11n1editorial2, 10.5172/mra.455.3.1.13, 10.1108/13632541211217605, 10.1177/0730888416682576, 10.1080/09541440340000169, 10.1515/lingvan-2015-0011, 10.1080/09639284.2016.1164066, 10.1177/1558689812444789, 10.1017/iop.2015.24, 10.1177/1558689809334210, 10.1177/1558689815588643, 10.1002/cb.1372, 10.1177/2056305117693647, 10.1007/s10726-009-9178-6, 10.1080/19312458.2018.1447655, 10.1111/j.1464-0597.2010.00434.x, 10.1177/1558689813516388, 10.1177/1558689816651792, 10.1016/j.appdev.2008.12.022, 10.1002/9781118391778, 10.15195/v1.a19, 10.1007/978-3-658-15309-0, 10.1080/10528008.2015.1091666, 10.1016/j.ijhm.2014.10.013, "
"Bibliothèque des Dominicains, muséographie","Médiation numérique,Muséographie-scénographie",,,Daniel Schmitt,2022,,
Contribution to Robot System Identification: Noise Reduction using a State Observer,"System Identification,Robot dynamics,Kalman filter,Least squares estimation",,,"Bilal Tout,Jason Chevrie,Laurent Vermeiren,Antoine Dequidt",2022,10.5220/0011322600003271,
Towards a Building Techniques of a BREP Model Starting From a Meshed Surface,"Integration,CAD,Analysis,Finite elements,Triangulation,Surface,NURBS",,,"Nessrine Elloumi,Aicha Ben Makhlouf,Borhen Louhichi,Dominique Deneux",2022,10.1115/DETC2021-71724,
"Stitching of 3D Elementary Topographies for Roughness Multiscale Analysis,Stitching de Topographies 3D Elémentaires pour l'Analyse Multi-Echelle de Rugosité","Stitching,Roughness,3D Topography,Multiscale Analysis,Optimization,Multimap,Reflectance,Polymer Abrasion,Software Engineering,Database,Application,Stitching,Rugosité,Topographie 3D,Analyse Multiéchelle,Optimisation,Multimap,Réflectance,Abrasion des polymères,Développement Logiciel,Base de données,Application",,,Robin Guibert,2022,,
Assessment of the mechanical and tribological performance of a ZrN PVD coating,"Bi-layer coating,Corrosive solution,Elastic stresses,Localised corrosion,Nanoindentation,PVD,Sliding wear,ZrN coatings",,"Materials Chemistry,Surfaces, Coatings and Films,Surfaces and Interfaces,Condensed Matter Physics","Mariana Henriette Staia,A. Trocelis,Amel Zairi,Maribel Suarez,Eli Saúl Puchi-Cabrera,A. Iost,Alex Montagne",2022,10.1080/02670844.2017.1414766,"10.1179/1743676115Y.0000000061, 10.1016/j.surfcoat.2017.01.063, 10.1016/j.surfcoat.2016.06.099, 10.1590/1516-1439.336214, 10.1016/j.surfcoat.2015.11.033, 10.1016/j.surfcoat.2012.03.013, 10.1016/j.ceramint.2016.09.025, 10.1080/02670844.2017.1338378, 10.1016/j.surfcoat.2016.05.051, 10.1016/j.surfcoat.2005.01.029, 10.1016/j.surfcoat.2008.01.001, 10.1016/j.tsf.2012.10.116, 10.1016/j.vacuum.2007.04.009, 10.1116/1.4869975, 10.1016/j.wear.2012.01.013, 10.1016/j.apsusc.2017.08.032, 10.1016/j.ijrmhm.2007.05.009, 10.1016/j.surfcoat.2017.05.058, 10.1016/j.surfcoat.2005.11.083, 10.1016/S1452-3981(23)08040-9, 10.1116/1.573628, 10.3390/coatings5040656, 10.1179/1743294412Y.0000000105, 10.1016/j.wear.2009.01.056, 10.1016/j.tsf.2015.01.070, 10.1179/026708404225016409, 10.1016/j.triboint.2016.01.048, 10.1016/j.surfcoat.2004.07.112, 10.1016/S0257-8972(03)00613-3, 10.1557/JMR.1986.0601, 10.1016/j.tsf.2015.02.078, 10.1016/0040-6090(87)90167-2, 10.1016/S0040-6090(05)80056-2, 10.1016/j.wear.2012.01.007, 10.1016/j.diamond.2013.06.020, "
On the Relation Between Surface Roughness of Metallic Substrates and Adhesion of Human Primary Bone Cells,"Human Primary Bone Cells,Metallic Substrates surface analysis metrology computer simulation life sciences",,"Instrumentation,Atomic and Molecular Physics, and Optics","Karine Anselme,Maxence Bigerelle",2022,10.1002/sca.21067,"10.1016/S0142-9612(99)00242-2, 10.1016/j.actbio.2004.11.009, 10.1016/j.surfcoat.2005.11.001, 10.1016/j.biomaterials.2005.10.009, 10.1179/1743280411Y.0000000001, 10.1002/(SICI)1097-4636(200002)49:2<155::AID-JBM2>3.0.CO;2-J, 10.1016/S0142-9612(00)00042-9, 10.1002/jbm.a.30473, 10.1016/j.actbio.2005.06.001, 10.1002/jbm.a.30212, 10.1016/S1389-0344(02)00048-5, 10.1016/S0142-9612(01)00271-X, 10.1016/j.snb.2006.11.006, 10.1016/j.actbio.2011.05.013, 10.1016/j.triboint.2010.08.002, 10.1016/j.triboint.2008.03.015, 10.1023/A:1023929807546, 10.1016/j.wear.2004.09.025, 10.1002/pen.21131, 10.1016/S0890-6955(01)00057-8, 10.1038/nmat2013, 10.1016/j.mee.2006.10.068, 10.1021/la061984u, 10.1504/IJSURFSE.2009.027418, 10.1038/nmat3058, 10.1016/S0043-1648(03)00140-6, 10.1002/mabi.200600293, 10.1504/IJMPT.2010.031892, 10.1016/j.msec.2006.09.041, "
