title,keyword,abstract,field,authors,date,doi,references
The contribution of static and dynamic tests to the assessment of visuospatial abilities among adult males,"Adult males,Measurement,Spatial cognition,Visuospatial abilities",,Experimental and Cognitive Psychology,"Hatem Ben Mahfoudh,Bachir Zoudji,Antonio Pinti",2024,10.1080/20445911.2022.2029460,"10.1007/978-981-10-6887-4_3, 10.1515/jirspa-2020-0002, 10.1080/1612197X.2021.1940240, 10.1515/jirspa-2021-0007, 10.1177/0049124187016001004, 10.1002/ase.1524, 10.1007/s10648-018-9432-z, 10.1007/978-3-030-20969-8_1, 10.1007/978-3-030-20969-8_4, 10.1007/978-3-030-20969-8_3, 10.1007/s10648-019-09469-1, 10.1017/CBO9780511571312, 10.1016/S0191-8869(01)00095-2, 10.1080/00221300309601159, 10.1207/s15327108ijap1401_2, 10.1037/0033-2909.127.1.22, 10.1007/s10339-013-0544-6, 10.1017/CBO9780511610448.005, 10.1080/13875868.2005.9683804, 10.1016/0273-2297(88)90007-X, 10.1207/S15327574IJT0303_3, 10.3758/BF03205484, 10.2307/1130467, 10.1080/0142159X.2017.1395401, 10.1111/bjep.12142, 10.1037/0033-2909.86.5.889, 10.1037/0096-3445.130.4.621, 10.1016/j.lindif.2017.11.004, 10.2466/pms.1964.19.2.371, 10.3200/JOER.99.6.323-338, 10.1126/science.171.3972.701, 10.22215/etd/2019-13626, 10.1016/j.bandc.2011.02.013, 10.1016/j.tsc.2020.100628, 10.1177/0735633115620430, 10.1037/a0019491, 10.1080/0361073X.2014.926773, 10.1037/a0028446, 10.2466/pms.1978.47.2.599, 10.1007/978-3-319-44385-0_5, 10.1016/j.lindif.2014.10.006, 10.1037/13128-000, 10.1016/0160-2896(84)90014-X, 10.1016/j.chb.2018.02.017, 10.1177/001316445401400220, "
William Ritter (1867-1955),"William Ritter,Critique d'art,Critique musicale,Gustav Mahler,Sécession",,,Irène Cagneau,2024,,
L’Homme-trace,,,,"Hafida Boulekbache-Mazouz,Béatrice Galinon-Mélénec,Sylvie Leleu-Merviel",2024,,
Recherches en design,,,,"Hafida Boulekbache-Mazouz,Sylvie Leleu-Merviel",2024,,
Retour d’expérience sur une approche participative de valorisation du territoire,,,,"Douniazed Chibane,Hafida Boulekbache-Mazouz",2024,,
[Invited] Micro-supercapacitors and micro-batteries: complementary microdevices for powering IoT,,,,"Pascal Roussel,C. Lethien",2024,,
[Invited] Visualizing and Modelling the Concept of Cycle as Dynamic Relationship Physics–Mathematics into History: Science or Applied Art? [via Zoom],,,,Raffaele Pisano,2024,,
"[Invited] The Symmetries in the History of Physics: Phenomena and Ideas in Maxwell, Noether and Einstein",,,,Raffaele Pisano,2024,,
Introduction to Science and technology studies,,,,Raffaele Pisano,2024,,
Reflections on Learning Mathematics in Physics Phenomenology and Historical Conceptual Streams.,,,Education,"Maria Mellone,Raffaele Pisano",2024,10.33225/pec/12.46.93,"10.1177/0022487108324554, 10.1090/s0273-0979-05-01072-4, 10.1163/9789087905439_012, 10.1093/019515651X.003.0004, 10.1098/rsnr.1997.0024, 10.1007/978-94-010-2903-2_2, 10.1007/s11016-014-9950-3, 10.2307/2274768, 10.1007/978-94-011-3030-1_9, 10.1007/s10857-011-9176-x, 10.1126/science.1175626, 10.1080/0950069032000032199, 10.33225/pec/12.40.05, 10.1484/j.alma.3.16, 10.1063/1.3050617, 10.1016/s0049-237x(08)70527-5, 10.2307/2272994, 10.4000/books.pufc.13063, "
Il Trattato di Fortificazione di Galileo Galilei (Galileio Galilei's Trattato di Fortificazione),,,,"Raffaele Pisano,Danilo Capecchi",2024,,
Il ruolo della meccanica e della tecnologia nelle fortificazioni rinascimentali (The role of mechanics and technology in the Renaissance fortifications),,,,"Raffaele Pisano,Danilo Capecchi",2024,,
Advances in Historical Studies [Editor in Chief 2/1],,,,Raffaele Pisano,2024,,
Lazare and Sadi Carnot. A Scientific and Filial Relationship. 1st ed,,,,"Charles C. Gillispie,Raffaele Pisano",2024,,
Notes on the Concept of Force in Kepler,,,,"Raffaele Pisano,Paolo Bussotti",2024,,
The Galielean Trattato di Fortificazione,,,,"Raffaele Pisano,Danilo Capecchi",2024,,
"Physics, Astronomy and Engineering. Critical Problems in the History of Science and Society. Proceedings of 32nd Congress for The SISFA–Italian Society of Historians of Physics and Astronomy",,,,"Raffaele Pisano,Danilo Capecchi,Anna Lukešová",2024,,
Historical Conceptual Streams for Mathematics and Physics Teaching,,,,Raffaele Pisano,2024,,
Science and Technique in the Machineries Science during 16th-17th Centuries,,,,Raffaele Pisano,2024,,
EUROPEAN SOCIETY FOR THE HISTORY OF SCIENCE [Editorial],,,History and Philosophy of Science,"Raffaele Pisano,M. Rosa Massa-Esteve",2024,10.1111/j.1600-0498.2011.00235.x,
Advances in Historical Studies [Editor in Chief 7/3],,,,Raffaele Pisano,2024,,
[Award] Sub-micron thick AlN/GaN-on-Si HEMTs grown by MBE with reduced trapping effects and superior blocking voltage for RF applications,,,,"Elodie Carneiro,Stéphanie Rennesson,Sebastian Tamariz,Lyes Ben Hammou,Kathia Harrouche,Etienne Okada,Fabrice Semond,Farid Medjdoub",2024,,
"« Affaire » de Rugy : ressusciter « l’ordre intérieur » de Jean Rivero, AJDA, n°33, 7 octobre 2019, p. 1.",,,,Matthieu Caron,2024,,
"(La,Sr)MnO3 / (Ba,Sr)TiO3 interface chemical modulation and band structure tuning",,,,"Wolfman J.,Ruyter A.,Negulescu B.,Andreazza P.,Autret C.,X. Wallart",2024,,
"« Un nouvel élan pour la déontologie parlementaire », Entretien par Agnès Roblot-Troizier (En collaboration avec Jean-François Kerléo), La Semaine Juridique Administrations et Collectivités territoriales, n° 26, 1e Juillet 2019, p. 2194",,,,Matthieu Caron,2024,,
"« La monétisation des dettes souveraines au service de la reconstruction écologique » (en collaboration avec N. Dufrêne), RFFP, septembre 2020, n°151, p. 199-209.",,,,Matthieu Caron,2024,,
La théorie analytique de la chaleur: Notes on Fourier et Lamé,,,"Management Science and Operations Research,Mechanical Engineering,Energy Engineering and Power Technology","Raffaele Pisano,Danilo Capecchi",2024,10.4000/sabix.683,
Da Archimede a Majorana: La fisica nel suo divenire (From Archimedes to Majorana: Physics in its evolution) Proceedings of the 26th SISFA Conference Italian Society of the Historians of Physics and Astronomy,,,,"Enrico Giannetto,Raffaele Pisano,Danilo Capecchi",2024,,
On the History of Astronomy,,,,Raffaele Pisano,2024,,
Towards High Qualification for Science Education. The Loss of Certainty [Editorial],,,,Raffaele Pisano,2024,,
Note storiche sul superamento della teoria del calorico in Sadi Carnot (Historical notes on the overcoming of the caloric theory in Sadi Carnot),,,,"Antonino Drago,Raffaele Pisano",2024,,
La novità del rapporto fisica–matematica nelle Réflexions di Sadi Carnot (The Novelty of the Relationship Physics-Mathematics in Sadi Carnot's Réflexions),,,,"Antonino Drago,Raffaele Pisano",2024,,
Paul de Saint Robert bridge between physics and culture,,,,Raffaele Pisano,2024,,
Lavoisier and Sadi Carnot. Chemical–and–Physical Sciences as Dating Back to Two Survived Scientific Revolutions: 1789 And 1824,,,,"Raffaele Pisano,Rémi Franckowiak",2024,,
Kepler’s Physical Astronomy: A Scholarly Tradition Dating Back to Alexandre Koyré,,,,"Raffaele Pisano,Paolo Bussotti",2024,,
Note sulle Fortificazioni nei Quesiti di Tartaglia. Libro Sesto e sua Gionta (Notes on Fortifications in the Tartaglia Questions. Book Sixth and his Gionta),,,,Raffaele Pisano,2024,,
Special Issue. Homage to Galileo Galilei 1564-2014: Reading Iuvenilia Galilean Works within History and Historical Epistemology of Science,"Galileo,Iuvenilia",,History and Philosophy of Science,"Raffaele Pisano,Paolo Bussotti",2024,10.4000/philosophiascientiae.1229,
Advances in Historical Studies [Editor in Chief 6/3],,,,Raffaele Pisano,2024,,
Prefazione all'edizione italiana. Quando la storia diventa scienza (Eric Scerri's author and Raffaele Pisano & Paolo Bussotti Italian translation's author] [Preface],,,,Raffaele Pisano,2024,,
"Reading Science, Technology and Education. A Tradition Dating back to Science into the History and Historiography",,,,"Raffaele Pisano,Rémi Franckowiak,Abdelakader Anakkar",2024,10.24117/2526-2270.2017.i3.07,
Nature-of-Science Teaching: notes on the Lagrangian Methods in Maxwell’s Electromagnetic Theory,,,,"Raffaele Pisano,Donatella Marmottini",2024,10.23739/9788869520709/c25,
Advances in Historical Studies [Editor in Chief 6/1],,,,Raffaele Pisano,2024,,
The Fiction of the Infinitesimals in Newton’s Works: A note on the Metaphoric use of Infinitesimals in Newton,,,,"Raffaele Pisano,Paolo Bussotti",2024,,
Thermodynamic foundations of physical chemistry: reversible processes and thermal equilibrium into the history,"Thermodynamics,Chemistry,Physics,Principles,Entropy,Energy,Carnot,Clausius,Prigogine,Gibbs,Foundations,Nature of Science",,"History,Biochemistry,General Chemistry","Raffaele Pisano,Abdelkader Anakkar,Emilio Marco Pellegrino,Maxime Nagels",2024,10.1007/s10698-018-09324-1,"10.33225/jbse/14.13.444, 10.1119/1.17732, 10.4171/RLM/686, 10.1119/1.1648327, 10.1007/1-4020-3016-9, 10.1021/ed048p365, 10.1093/0195171276.001.0001, 10.1007/978-94-007-3932-1, 10.1119/1.3167357, 10.1002/andp.18501550306, 10.1002/andp.18541691202, 10.1002/andp.18652010702, 10.1002/andp.18722210107, 10.1119/1.2198889, 10.1007/978-94-017-8011-7, 10.1051/jp4:2004122001, 10.1119/1.1971557, 10.2307/27757770, 10.1063/1.1420496, 10.1021/ed028p581, 10.1126/science.71.1849.569, 10.1119/1.17138, 10.1515/9780691187822, 10.1002/jlac.18420420212, 10.4000/books.pup.1747, 10.4267/2042/25580, 10.33225/pec/12.46.93, 10.1126/science.1175626, 10.1021/ed071p103, 10.1126/science.1183944, 10.1080/09500690010006518, 10.1080/0950069032000032199, 10.1002/sce.20438, 10.3390/e17074500, 10.3390/e18050162, 10.1484/J.ALMA.3.16, 10.33225/pec/12.40.05, 10.1007/978-94-007-5380-8_2, 10.4236/ahs.2013.22007, 10.33225/pec/12.50.56, 10.33225/pec/14.61.88, 10.11590/abhps.2014.2.02, 10.1080/17498430.2016.1183182, 10.1484/J.ALMAGEST.1.103720, 10.1007/978-94-017-9710-8, 10.51257/a-v1-b1210a, 10.1119/1.2721588, 10.1007/978-94-015-9737-1_10, 10.1021/ed084p42, 10.1016/S0039-3681(01)00023-1, 10.1002/j.1538-7305.1948.tb01338.x, 10.1119/1.18158, 10.1201/9781420033373, 10.1103/RevModPhys.20.51, 10.1007/978-1-4613-9444-0, 10.1021/ed063p1044, 10.1119/1.19351, "
Advances in Historical Studies [Editor in Chief 8/3],,,,Raffaele Pisano,2024,,
A Nature of Science Experiments Exploring on the Galilean Physics of the Motion,,,,"Raffaele Pisano,Vincenzo Cioci",2024,,
The mechanical science and fortifications in the Renaissance. Hypothesis and perspectives,,,,Raffaele Pisano,2024,,
On Lazare and Sadi Carnot Scientific Approach to the Science,,,,Raffaele Pisano,2024,,
What is the epistemological role of teaching physical and mathematical sciences?,,,,Raffaele Pisano,2024,,
On Principles in Sadi Carnot’s Theory (1824),,,,Raffaele Pisano,2024,,
On Archimedean Roots in Torricelli's Mechanics,,,,"Raffaele Pisano,Danilo Capecchi",2024,,
Interpretation and reconstruction of Sadi Carnot’s Réflexions through original sentences belonging to non–classical logic,,,,"Antonino Drago,Raffaele Pisano",2024,,
Advances in Historical Studies [Editor in Chief 5/1],,,,Raffaele Pisano,2024,,
Conquête et destin d’une cité grecque dans l’Empire romain : Sinope (70 av. J.-C.-73 ap. J.-C.),,,,Claire Barat,2024,,
A New Nano-Generator-Photovoltaic Cell Platform for Transforming Motion on Earth to Electrical Energy: Theoretical Study,"Nano-photovoltaic cells,Kinetic energy,Electrical energy,Thermal energy",,,"Adda Boualem,Marwane Ayaida,Cyril de Runz",2024,10.1109/ICECCE61019.2023.10442362,"10.3390/su151410838, 10.14710/ijred.9.2.255-261, 10.1007/978-3-031-25910-4_44, 10.3390/solar2020013, 10.1016/j.cles.2022.100041, 10.3390/en15228590, 10.1007/978-3-030-51701-4_12, 10.3390/app12147237, 10.3389/fther.2023.1157794, 10.19044/esj.2018.v14n21p318, 10.1016/j.enconman.2023.117536, 10.1007/s12274-022-5056-1, "
"« Le droit gouvernemental, une nouvelle branche du droit constitutionnel ? », Conférence de droit gouvernemental pour les étudiants du Master 2 Droit public, Université de Picardie, 13 décembre 2021.",,,,Matthieu Caron,2024,,
"« Droit gouvernemental et théorie des organisations », Séminaire de recherche « Entreprise, Responsabilité et Civilisation », École des Mines Paris Tech, à l’invitation de Armand Hatchuel et Blanche Segrestin, 3 mars 2022.",,,,Matthieu Caron,2024,,
Why do consumers use interactive technologies in stores? A uses and gratifications approach,"Phygital,Uses and Gratification Theory,Interactive technologies,Self-checkout,Interactive kiosk",,,"Hafida Boudkouss,Souad Djelassi",2024,,
The concept of centre of gravity in Newton’s Principia Geneva Edition,,,,"Raffaele Pisano,Paolo Bussotti",2024,,
Reading the Culture of Machines Bordering Early Mechanics and Mathematical Practices: Influential–&–Heritages within the Relationship Physics–Mathematics into History,,,,Raffaele Pisano,2024,,
NiFe2O4 Nanoferrites: a Case–Study into History of Nanotechnology,,,,"Raffaele Pisano,Andrea Durlo",2024,,
On Geneva edition Notes,,,,"Raffaele Pisano,Paolo Bussotti",2024,,
Control of the preferential orientation of the growth of Sr2TiSi2O8 crystals in glass ceramics obtained by crystallization of parent glasses from the SrO – TiO2 – SiO2 – K2O – Al2O3 system,,,,"Oussama Zwein,Maurice Gonon,Marc Duquennoy,Rıdvan Yildiz,Sandra Abdelouhab",2024,,
Resynchronisation passive d’un réseau de capteurs ultrasonores indépendants,,,,"Omar Bouchakour,Lynda Chehami,Emmanuel Moulin",2024,,
Does being a European mean being a citizen of the world?,,,,Anna Khalonina,2024,,
Une contribution à l'utilisation harmonieuse des instruments internationaux relatifs aux conflits de lois : la comparaison de mécanismes peu ou pas déterminés par les textes en droit international privé français et allemand,,,,Eva Fischer,2024,,
L’application du nouveau droit commun de la prescription civile extinctive,,,,Eva Fischer,2024,,
L’action de groupe à la française,,,,Eva Fischer,2024,,
Taire un vice caché peut coûter cher au vendeur,,,,Eva Fischer,2024,,
"Le développement de l’éducation numérique en Afrique : les mooc au prisme des discours de Jeune Afrique,The development of digital education in Africa : the mooc through the prism of « Jeune Afrique »,Desarrollo de la educación digital en Africa : los mooc a traves de la revista « Jeune Afrique »",Mooc journalisme afrique développement cours en ligne agence universitaire de la francophonie auf,,General Engineering,"Emilie Remond,Philippe Useille,Hachimi Abba",2024,10.4000/ctd.1034,"10.5334/2012-18, "
Aux sources du vidéomapping : une « proto-narrativité » de nature musicale ?,,,,"Philippe Useille,Pascal Bouchez",2024,,
Traduction et adaptation dans la chanson populaire française en 1936,,,,Audrey Coudevylle,2024,,
The Mystery of the Majorana affair [Book Review],,,"History and Philosophy of Science,General Social Sciences,History",Raffaele Pisano,2024,10.1007/s11016-021-00690-9,
"Densification of Hydroxyapatite Powders by Cold Sintering Process (CSP): Influence of Particle Size, Acid Nature/Concentration.",,,,"Muthusundar Kumar,Mohamed Aymen Ben Achour,Marie Lasgorceix,Paulo Quadros,Rosica Mincheva,Jean-Marie Raquez,Anne Leriche",2024,,
"Approche couplée discrète - continue adaptative pour la mise en forme des métaux,Adaptive coupled discrete-continuous approach for the forming of materials","Finite element method,Discrete element method,Coupling,Field transfer,Remeshing,Cracking,Méthode des éléments finis,Méthode des éléments discrets,Couplage,Transfert des champs,Remaillage,Fissuration",,,Farouk Yahya,2024,,
"Familial proximity and residential organisation of the family within the elite of a southern European city. The example of Naples,Proximité familiale et organisation résidentielle de la parentèle dans les élites d’une ville d’Europe du Sud. L’exemple de Naples","Family,Geography,Élites,Naples,Italy",,Urban Studies,Thomas Pfirsch,2024,10.4000/articulo.1052,"10.3406/socco.1995.1532, 10.3406/mefr.2008.10520, 10.2307/2807972, 10.1002/1099-1220(200005/06)6:3<181::AID-IJPG181>3.0.CO;2-U, 10.3917/puf.schwa.2012.01, "
"The Location of Upper-Class Residential Areas in Southern European Cities. The Case of Naples,La localisation résidentielle des classes supérieures dans une ville d'Europe du Sud",Geography urban studies Segregation Elites Naples Italy,,"Earth-Surface Processes,Geography, Planning and Development",Thomas Pfirsch,2024,10.3917/eg.404.0305,"10.4000/cybergeo.23231, 10.3406/mefr.2008.10521, 10.1086/221609, 10.1080/04353684.1966.11879294, 10.1191/030913200701540483, 10.1017/CBO9780511522208, 10.1080/00420989320080881, 10.3406/spgeo.2000.1969, 10.1111/1468-2427.00340, 10.4000/rives.148, 10.3406/mefr.2008.10520, 10.3917/soco.062.0069, 10.3917/esp.132.0039, 10.3138/9781442672987-010, 10.1016/0305-7488(83)90182-2, 10.1080/0042098032000136156, "
Segregation in the cities of the European Mediterranean,Segregation Urban Studies Geography Sociology Mediterranean,,"Earth and Planetary Sciences (miscellaneous),Urban Studies,Geography, Planning and Development","Thomas Pfirsch,Giovanni Semi",2024,10.4000/mediterranee.8376,"10.1002/9780470757536, 10.1080/02673030802117050, 10.3166/ges.14.147-170, 10.1111/1468-2427.12125, 10.4324/9780203580240, 10.1017/CBO9780511522208, 10.1111/j.1468-2427.1996.tb00310.x, 10.3406/socco.1995.1532, 10.3406/mappe.1997.2252, 10.1002/9780470712887, 10.1177/0002716209343558, 10.3917/dec.edmon.2016.01, 10.3406/mefr.2008.10520, 10.4324/9780203506554, 10.3406/geo.1952.13670, 10.1515/9781400847488, "
Je suis un Italien de Paris: Italian migrants’ incorporation in a European capital city,"Migrations,Urban integration,Transnationalism,Italian migrants,Paris,Skilled migration",,"Arts and Humanities (miscellaneous),Demography","Hadrien Dubucs,Thomas Pfirsch,Ettore Recchi,Camille Schmoll",2024,10.1080/1369183X.2016.1249051,"10.15288/jsad.2012.73.834, 10.1080/1369183042000339918, 10.1371/journal.pone.0138599, 10.4000/books.psorbonne.959, 10.1080/13504630.2010.482401, 10.1111/j.1471-0374.2010.00298.x, 10.1080/1369183042000339936, 10.4236/sn.2014.31003, 10.4000/hommesmigrations.2985, 10.4324/9780203887042, 10.1080/1369183X.2013.765647, 10.1002/9780470712818, 10.1111/j.1467-9531.2010.01223.x, 10.7591/9780801460340, 10.1111/j.1944-8287.2004.tb00244.x, 10.2307/3096941, 10.1525/sp.2002.49.1.11, 10.1080/1369183X.2016.1162350, 10.1016/j.jenvp.2005.10.004, 10.1080/1369183X.2012.723250, 10.1086/227946, 10.1111/1468-2435.00173, 10.1080/1369183X.2015.1015407, 10.3917/soco.062.0069, 10.4000/books.editionscnrs.33773, 10.4337/9781849802314.00009, 10.1057/9781137493675_7, 10.1007/s10680-015-9344-2, 10.1007/s11524-006-9106-x, 10.4337/9781849802314.00008, 10.1080/13691830600821802, 10.1080/1369183042000339909, 10.1371/journal.pone.0085256, 10.4000/books.aaccademia.497, 10.1057/9780230390898_7, 10.1177/0002764214534665, 10.4159/harvard.9780674736283, 10.1177/0049124108318333, 10.1080/1369183X.2011.559710, "
"Talking about my Generation: Emigration and a ‘Sense of Generation"" among Highly Skilled Young Italians in Paris","Migrations,Youth,Paris,Italy",,,"Hadrien Dubucs,Thomas Pfirsch,Camille Schmoll",2024,10.4324/9781315589251-14,
"Représentation de la gouvernance foncière : normes, pratiques et valeurs. Exemples de deux agglomérations du Nord de la France","Farm bulding,Governance,Foods,Planning,Discourses,Urbanism,Lille,Douai,Bâti agricole,Gouvernance,Alimentation,Planification,Urbanisme,Discours,Lille,Douai",,"General Earth and Planetary Sciences,General Environmental Science","Guillaume Schmitt,Louise de la Haye Saint Hilaire,Christine Margétic",2024,10.4000/norois.13419,"10.4000/cybergeo.27945, 10.3406/rjenv.2006.4529, 10.3917/flux1.113.0093, 10.3917/dv.090.0143, 10.4000/belgeo.48593, 10.3917/popav.733.0017, 10.3917/lap.032.0001, 10.4000/corela.3524, 10.1002/spe.4380211102, 10.3917/flux.069.0049, 10.3917/scpo.gaudi.2002.01, 10.1073/pnas.122653799, 10.3917/dv.089.0011, 10.3917/dv.078.0007, 10.1016/j.knosys.2017.09.035, 10.3917/rfsp.611.0005, 10.3166/dn.14.1.105-134, 10.4000/norois.6012, 10.3917/arco.bogno.2020.01.0147, 10.3406/medit.2001.3230, 10.3917/reru.185.1235, 10.4000/sociologies.993, 10.4000/books.pusl.25350, 10.3917/arco.paill.2016.01, 10.3917/scpo.pinso.2009.01, 10.3917/esp.158.0013, 10.3917/scpo.bouss.2014.01.0049, 10.3917/set.019.0032, 10.3917/i2d.151.0028, 10.3917/tt.020.0105, 10.4000/etudesrurales.12456, 10.4000/economierurale.8563, "
"Ville, Aménagement et développement durable. Planifier et habiter la ville Durable",,,,Guillaume Schmitt,2024,,
Chapitre 3. Guide de gestion du risque inondation Les fiches outil,,,,"Helga-Jane Scarwell,Annette Groux,Guillaume Schmitt",2024,10.4000/books.septentrion.17421,
L’espace domestique comme fait social total. Penser avec la photographie,,,,"Irene Sartoretti,Roberto Manuelli",2024,,
Projet Alimentaire Territorial et grandes exploitations : une opportunité nourricière dans les confins métropolitains ?,,,,"Marine Bré-Garnier,Nicolas Rouget,Monique Poulot",2024,10.56698/metropolitiques.1905,
Des espaces de l’inégalité scolaire,"REUSSITE SCOLAIRE,RENDEMENT DE L'EDUCATION,CONDITION DE VIE,MILIEU RURAL,MILIEU URBAIN,BREVET,STATISTIQUE DE L'EDUCATION,INEGALITE SOCIALE,APPROCHE PAR LES CAPABILITES,APPROCHE LOCALE,FRANCE",,,"Jacques Lévy,Shin A. Koseki,Irene Sartoretti",2024,,
"Utopies, uchronies, rétrofuturismes / transmondes, nouveaux mondes, antimondes",,,,"Valérie Michel-Fauré,Anne-Sophie Tisserand",2024,,
De l’éthique appliquée à l’éthique vécue : retour sur le projet « Éthique et Gestion de Projet à l’heure du Numérique »,"Éthique,Gestion de projet",,,"Angelina Toursel,Michel Labour,Sylvie Scoyez",2024,,
"Testing and Conservation Actions in the Hittite Mud Bricks Fortification of Porsuk – Zeyve Höyük (Southern Capapdocia, Türkiye)","Mud bricks,Hittite fortification,Porsuk-Zeyve Hoyuk,Conservation",,,"Claire Barat,Chamsia Sadozaï,Jean-François Pichonneau",2024,,
"40 ans après… Une nouvelle ère pour la procédure civile, Dalloz – Collection Thèmes et commentaires",,,,"Corinne Bléry,Loïs Raschel",2024,,
"Vers à thé : dégustation poétique avec Marceline Desbordes-Valmore,Tea time with Marceline Desbordes-Valmore","Marceline,Desbordes-Valmore,Desbordes,Valmore,Poésie,Xix,Publicisation,Vulgarisation,Doctoriales,Thé,Christine,Dattner,Marceline,Desbordes-Valmore,Desbordes,Valmore,Poésie,Xix,Publicisation,Vulgarisation,Doctoriales,Thé,Christine,Dattner",,,Maxance Lardjane,2024,,
Chanson,,,,"Stéphane Hirschi,Jean-Pierre Zubiate,Audrey Coudevylle",2024,,
La fin de l'obligation de sincérité des déclarations spontanées,"Assurance,Contrat d'assurance,Déclaration des risques",,,Nicolas Leblond,2024,,
La faute dolosive et le suicide de l'assuré ou quand la Cour de cassation fait preuve d'humanité,"Assurance,Contrat d'assurance,Faute dolosive",,,Nicolas Leblond,2024,,
Enjeux éthiques dans l'industrie 4.0,"Ethique Industrie du Futur Industrie 40 ANR ETHICS 40 Projet Table ronde Synthèse Discussion,Ethique,Industrie du Futur,Industrie 40,ANR,ETHICS 40,Projet,Table ronde,Synthèse,Discussion",,,"Lamia Berrah,Damien Trentesaux,Frederic Guerre-Chaley",2024,,
Caractérisation moléculaire de Cryptosporidium lors de diarrhées néonatales chez le veau en France,,,,"Mohamed Mammeri,Ilham Chenafi,A Chevillot,Myriam Thomas,Bruno Polack,Jérôme Follet,Christine Julien,Isabelle Vallée,Karim Adjou",2024,,
Quelles garanties d'assurance pour les entreprises ? . - De la qualification de catastrophe naturelle du Covid-19,"Assurance,Catastrophe naturelle,Covid 19",,,Nicolas Leblond,2024,,
"Morphological, piezoelectric and dielectric properties of piezoelectric lead-free ceramic Bi4Ti3O12 for energy harvesting applications: milling process effects","Bi4Ti3O12 ceramics,Lead-free piezoelectric ceramic,Energy harvesting,Solid-state reaction,Synthesis conditions",,General Materials Science,"Meryiem Derraz,Chouaib Ennawaoui,Mohamed Aymen Ben Achour,Abdelowahed Hajjaji,El Mehdi Laadissi,Younes Chhiti,Az Eddine Azim,Charafeddine Jama",2024,10.1051/mattech/2024005,"10.21061/jots.v35i1.a.6, 10.3390/jcs7060260, 10.1007/978-94-007-1573-8, 10.1063/1.5074184, 10.1016/j.rser.2017.10.102, 10.1016/j.sna.2019.111634, 10.3390/ma16062369, 10.1063/1.3462468, 10.1063/1.5074184, 10.1007/s12221-023-00276-8, 10.1051/mattech/2022033, 10.1051/mattech/200290120088s, 10.1146/annurev-matsci-070616-124023, 10.1002/advs.202100864, 10.1016/B978-0-12-803581-8.12131-9, 10.1080/00150193.2015.997146, 10.1063/1.4961719, 10.1016/j.pmatsci.2021.100836, 10.1039/C7RA00021A, 10.1016/j.ceramint.2009.04.016, 10.1016/j.tsf.2004.06.115, 10.1111/j.1151-2916.1998.tb02760.x, 10.1016/j.ceramint.2003.12.043, 10.1016/j.ssi.2019.01.028, 10.1016/j.ceramint.2005.07.019, 10.1016/j.pcrysgrow.2007.01.001, 10.1016/j.ssc.2004.07.056, 10.1016/0022-3697(96)00019-4, 10.1016/j.actamat.2012.06.015, 10.1002/advs.202100864, "
Souscrire à un contrat collectif ne signifie pas adhérer à la société mutuelle,"Contrat d'assurance,Contrat collectif",,,Nicolas Leblond,2024,,
Le recours à l'assurance: l'assurance RCMS,"Dirigeant social,Assurance responsabilité civile des mandataires sociaux",,,Nicolas Leblond,2024,,
La résiliation après sinistre ne doit pas être abusive,"Contrat d'assurance,Résiliation après sinistre,Abus de droit,Assurance",,,Nicolas Leblond,2024,,
Omission du coût de l'assurance dans le calcul du TAEG : pas de déchéance du droit aux intérêts lorsque l'irrégularité était apparente,"Assurance emprunteur,Crédit immobilier,TAEG,Déchéance",,,Nicolas Leblond,2024,,
Quand les héritiers ne sont pas les héritiers,"Assurance-vie,Bénéficiaire d'assurance-vie",,,Nicolas Leblond,2024,,
Face à des signaux visuo-posturaux,,,,Laurent Desombre,2024,,
Présentation de l'Association des Docteurs et Thésards de l'UVHC (Conférence Invité - Colloque national des DOCTORIALES - Toulouse),,,,Laurent Desombre,2024,,
Collaboration entre professionnels et universitaires pour une expérimentation dans la ville de balises sensorielles,"Services numériques,Partenariat public/privé,Expérimentation,Méthodologie de conception 3D Relief",,,Laurent Desombre,2024,,
Contribution à l’étude de la fiabilité et de la charge de travail du pilote effectuant une tâche de prise de décision et soumis à des vibrations de basse fréquence (Rapport de D.E.A. A.I.H. - Année 3/3 Magistère IMAGE),,,,Laurent Desombre,2024,,
"L’imagerie numérique en Europe (Conférence Invité - École Supérieur de Technologie de Fès, Maroc)",,,,Laurent Desombre,2024,,
"Expériences Interactives en 3D Relief (Conférence Invité - Journées du pôle Image & Information “Cartes, Territoires et Médias Numériques” - Université de Savoie)",,,,Laurent Desombre,2024,,
Former à l'Innovation Entrepreneuriale dans l'Enseignement Supérieur (Conférence & Article),"Pédagogie par projet,Prospection,Ingéniosité,Entrepreneur visionnaire,Innovation",,,"Laurent Desombre,Hachimi Abba",2024,,
Graphic communication and human errors in a vibratory environment (Conference Proceedings),,,,"Laurent Desombre,Noël Malvache,Jean-François Vautier",2024,,
La presse écrite écossaise dans le nouveau contexte politique et institutionnel local: intermédiaire ou acteur du processus de décision?,"Ecosse,Dévolution,Presse,Travaillistes,SNP",,,Edwige Camp-Pietrain,2024,,
L'enseignement en Ecosse,"Ecosse,Dévolution,Éducation",,,Edwige Camp-Pietrain,2024,,
Les pétitions au Parlement écossais,"Ecosse,Dévolution,Pétitions,Santé,Éducation,Travaillistes",,,Edwige Camp-Pietrain,2024,,
