title,keyword,abstract,field,authors,date,doi,references
Using pointing gestures to convey tactical information: investigating the roles of expertise and complexity,"Gesture,Human,Learning,Recall,Speech",,"Arts and Humanities (miscellaneous),Developmental and Educational Psychology,Experimental and Cognitive Psychology,General Medicine","Houssem Ben Chikha,Bachir Zoudji,Aïmen Khacharem",2024,10.1007/s00426-023-01806-y,"10.1123/jsp.2.1.14, 10.1037/0022-0663.95.3.629, 10.1007/s11423-019-09681-4, 10.1016/0010-0285(73)90004-2, 10.1007/s10648-016-9359-1, 10.1016/j.learninstruc.2017.03.005, 10.1007/s11251-009-9110-0, 10.1007/s10648-009-9098-7, 10.1097/SIH.0000000000000097, 10.1016/j.learninstruc.2005.07.001, 10.3758/s13421-010-0067-7, 10.1111/jcal.12078, 10.1037/0033-295X.87.4.329, 10.1007/s10648-007-9054-3, 10.1017/CBO9781139547369.013, 10.1080/02640414.2016.1218034, 10.1016/j.chb.2014.03.021, 10.1016/j.psychsport.2015.03.004, 10.1080/09658211.2019.1609520, 10.1080/02701367.2019.1657553, 10.1007/s10919-016-0234-z, 10.1080/02701367.2021.2022587, 10.1007/s12662-020-00659-6, 10.1007/978-3-540-87730-1_25, 10.1037/0022-0663.99.3.640, 10.1017/CBO9781139547369.017, 10.1177/002383099403700208, 10.3758/s13421-019-00945-1, 10.1002/acp.3097, 10.1037/0022-0663.84.4.429, 10.1207/S15326985EP3801_1, 10.1207/S15326985EP3801_8, 10.1111/bjet.12471, 10.1007/s10919-019-00310-5, 10.1016/j.compedu.2018.10.006, 10.1016/S0959-4752(01)00016-0, 10.1068/p7744, 10.1016/0364-0213(88)90023-7, 10.1007/s11423-019-09701-3, 10.1207/s1532690xci1203_1, 10.1207/S15326985EP3801_4, 10.1023/A:1022193728205, 10.1007/978-1-4419-8126-4_6, 10.1348/000709904322848824, 10.1037/1076-898X.3.4.257, 10.1016/S0361-476X(02)00007-3, 10.1348/000709903322591208, 10.1016/j.chb.2008.12.021, 10.1007/s10648-015-9310-x, 10.1016/j.compedu.2017.05.013, 10.1111/desc.12664, 10.1016/j.chb.2017.01.049, 10.1080/02701367.2020.1713289, "
The effects of visual realism and visuospatial abilities on memorizing soccer tactics,"Dynamic visualization,Memory,Visual processing,Visual realism,Visuospatial abilities VSA",,"Applied Psychology,Physical Therapy, Sports Therapy and Rehabilitation","Hatem Ben Mahfoudh,Bachir Zoudji,Abdessamad Ait El Cadi",2024,10.1515/jirspa-2021-0007,"10.1016/j.compedu.2010.10.025, 10.1016/j.humov.2014.10.001, 10.1016/j.neuron.2019.09.031, 10.1037/bul0000130, 10.1515/jirspa-2020-0002, 10.1080/1612197X.2021.1940240, 10.1002/ase.1524, 10.1016/j.chb.2014.03.077, 10.1051/bioconf/20110100012, 10.4324/9780429283895-8, 10.1111/j.2044-8279.1992.tb01017.x, 10.1007/s10763-013-9504-y, 10.1080/15230406.2017.1344569, 10.1207/s15327108ijap1401_2, 10.1167/16.2.5, 10.1145/3347318.3355515, 10.1515/jirspa-2012-0002, 10.1007/s10648-011-9174-7, 10.1016/S0169-8141(98)00068-7, 10.2190/60Y9-BQG9-80HX-UEML, 10.1017/CBO9780511816819.029, 10.1207/s1532690xci2104_1, 10.3758/BF03200867, 10.1017/CBO9780511610448.005, 10.1007/s10648-010-9126-7, 10.1016/j.chb.2010.07.042, 10.1080/02640414.2015.1069380, 10.1111/j.1365-2729.2006.00180.x, 10.1016/0160-2896(88)90024-4, 10.1016/j.jcps.2015.06.014, 10.1016/j.jcps.2014.12.002, 10.1371/journal.pone.0033879, 10.4018/978-1-60566-048-6.ch003, 10.1111/bjet.12167, 10.1016/j.psychsport.2019.03.013, 10.1016/j.edurev.2013.10.001, 10.2307/1130467, 10.4101/jvwr.v2i1.399, 10.1017/CBO9781139547369.026, 10.1177/2042753019835893, 10.1016/j.learninstruc.2009.02.012, 10.1016/j.cag.2012.04.007, 10.1016/j.psychsport.2014.07.009, 10.16910/jemr.13.6.1, 10.1515/jirspa-2018-0010, 10.1037/0022-0663.86.1.122, 10.1080/02701367.2008.10599503, 10.1080/02640414.2015.1045926, 10.1002/ase.1654, 10.1145/3176349.3176391, 10.3389/fpsyg.2018.01260, 10.1177/0193841X8200600501, 10.1080/02640410310001641494, 10.1037/a0019491, 10.1007/s10648-019-09465-5, 10.1023/B:TRUC.0000021813.24669.62, 10.1016/j.compedu.2016.03.004, 10.2466/pms.1978.47.2.599, 10.1016/j.ijhcs.2005.02.001, "
Two workflows for the digital edition of the unpublished Elisa Chimenti's Corpus (Naples 1883-Tangier 1969),"Elisa Chimenti,Digital Scholarly Edition,XML TEI,Text encoding,Digitization,Digitisation workflows",,,"Bianca Vallarano,Ada Desideri",2024,10.1109/CiSt56084.2023.10409924,"10.4000/oltreoceano.413, 10.11647/OBP.0095, "
Recherche & Conception Centrées sur l’Humain pour une Mobilité Inclusive. Partie D–Considérations Éthiques,"Ethique,Intégrité scientifique,Science ouverte,Recherche impliquant l'humain,Propriété intellectuelle",,,Bako Rajaonah,2024,,
Artificial Intelligence and Data Mining in Healthcare,"Artificial Intelligence AI,Computational Intelligence CI,Data mining,Decision support system,Healthcare,Machine learning,Patient management",,,"Malek Masmoudi,Bassem Jarboui,Patrick Siarry",2024,10.1007/978-3-030-45240-7,
Improving Tactical Learning by Imagination: Effects of Expertise and Time of Testing,"Cognitive load theory,Expertise,Imagination,Learning,Tactics",,"Developmental and Educational Psychology,Education","Hajer Mguidich,Bachir Zoudji,Aïmen Khacharem",2024,10.1080/00220973.2023.2287456,"10.1037/0022-0663.94.3.545, 10.1123/jsp.2.1.14, 10.1007/s00426-023-01806-y, 10.1177/17479541231177003, 10.1007/s12662-023-00907-5, 10.7551/mitpress/4561.003.0011, 10.1016/j.jarmac.2020.09.003, 10.1146/annurev-psych-113011-143823, 10.1080/1612197X.2022.2138498, 10.1016/j.chb.2008.12.020, 10.1037/1076-898X.7.1.68, 10.1007/s10648-015-9348-9, 10.1123/jsep.2017-0088, 10.1016/S0361-476X(02)00016-4, 10.3758/s13421-010-0067-7, 10.1080/17470218.2011.644306, 10.1080/17470218.2014.992797, 10.1080/00336297.1995.10484171, 10.1002/acp.1345, 10.1080/17470218.2016.1214845, 10.1177/1362168820971785, 10.1007/s10648-007-9054-3, 10.1207/S15326985EP3801_4, 10.1080/02701367.2019.1657553, 10.1123/jsep.35.3.260, 10.1080/02701367.2021.2022587, 10.1016/j.learninstruc.2021.101457, 10.1080/00220973.2012.727884, 10.1002/acp.1061, 10.1037/1076-898X.11.4.266, 10.1002/acp.1373, 10.1037/a0037142, 10.1037/edu0000310, 10.3758/s13428-013-0334-1, 10.1016/j.chb.2008.12.010, 10.1080/00220973.2016.1143796, 10.1007/s10212-023-00754-w, 10.1080/17461390500076592, 10.1348/096317902167658, 10.1037/0022-0663.84.4.429, 10.3758/BF03194050, 10.1111/j.1467-9280.2006.01693.x, 10.1016/j.prps.2007.11.001, 10.1016/S1041-6080(96)90030-8, 10.1016/j.chb.2016.02.035, 10.1016/j.psychsport.2014.07.004, 10.1007/s10648-010-9128-5, 10.1037/13273-011, 10.1007/978-1-4419-8126-4_14, 10.1007/s11251-005-6075-5, 10.1111/jcal.12058, 10.1080/00461527409529129, 10.1016/j.learninstruc.2014.04.006, "
Reflections on Learning Mathematics in Physics Phenomenology and Historical Conceptual Streams.,,,Education,"Maria Mellone,Raffaele Pisano",2024,10.33225/pec/12.46.93,"10.1177/0022487108324554, 10.1090/s0273-0979-05-01072-4, 10.1163/9789087905439_012, 10.1093/019515651X.003.0004, 10.1098/rsnr.1997.0024, 10.1007/978-94-010-2903-2_2, 10.1007/s11016-014-9950-3, 10.2307/2274768, 10.1007/978-94-011-3030-1_9, 10.1007/s10857-011-9176-x, 10.1126/science.1175626, 10.1080/0950069032000032199, 10.33225/pec/12.40.05, 10.1484/j.alma.3.16, 10.1063/1.3050617, 10.1016/s0049-237x(08)70527-5, 10.2307/2272994, 10.4000/books.pufc.13063, "
Acousto-Optical Tunable Filter design for efficient diffraction of unpolarised light,,,,"Samuel Dupont,Jean-Claude Kastelik,J. Vanhamel,E. Dekemper",2024,10.61782/fa.2023.0505,
Correlated IR-SEM-TEM studies of three different grains from Ryugu: From the initial material to post-accretional processes,,,Geochemistry and Petrology,"Alice Aléon-Toppani,Rosario Brunetto,Zélia Dionnet,Stefano Rubino,Donia Baklouti,François Brisset,Maxime Vallet,Eva Héripré,Tomoki Nakamura,Cateline Lantz,Zahia Djouadi,Ferenc Borondics,Christophe Sandt,David Troadec,Obadias Mivumbi,Megumi Matsumoto,Kana Amano,Tomoyo Morita,Hisayoshi Yurimoto,Takaaki Noguchi,Ryuji Okazaki,Hikaru Yabuta,Hiroshi Naraoka,Kanako Sakamoto,Shogo Tachibana,Toru Yada,Masahiro Nishimura,Aiko Nakato,Akiko Miyazaki,Kasumi Yogata,Masanao Abe,Tatsuaki Okada,Tomohira Usui,Makoto Yoshikawa,Takanao Saiki,Satoshi Tanaka,Fuyuto Terui,Satoru Nakazawa,Sei-Ichiro Watanabe,Yuichi Tsuda",2024,10.1016/j.gca.2024.02.006,"10.1016/j.gca.2009.11.009, 10.1016/j.synthmet.2006.12.011, 10.1111/maps.13696, 10.1016/j.chemer.2019.08.004, 10.1126/science.aaz1701, 10.1016/j.gca.2010.05.020, 10.1016/j.icarus.2013.10.019, 10.1111/maps.12721, 10.1111/j.1945-5100.2004.tb00046.x, 10.1016/0016-7037(94)90290-9, 10.1038/301473a0, 10.1126/science.285.5434.1716, 10.1016/0016-7037(93)90011-K, 10.3847/2041-8213/acdf5c, 10.1016/j.gca.2005.01.003, 10.1146/annurev.ea.21.050193.001351, 10.1111/j.1945-5100.1997.tb01554.x, 10.1111/j.1365-2818.1975.tb03895.x, 10.1016/S0016-7037(01)00692-5, 10.1051/0004-6361/202244702, 10.1111/maps.12109, 10.1111/maps.13178, 10.1111/maps.13807, 10.1111/maps.14068, 10.1016/j.gca.2011.10.025, 10.1016/j.gca.2023.02.003, 10.1038/s41561-023-01226-y, 10.1051/0004-6361/201219248, 10.1016/j.epsl.2004.05.024, 10.1111/j.1945-5100.2006.tb00486.x, 10.1111/j.1945-5100.2001.tb01827.x, 10.1016/S0016-7037(96)00332-8, 10.1086/338926, 10.1111/maps.12439, 10.1016/j.gca.2013.09.014, 10.1126/sciadv.add8141, 10.1111/j.1945-5100.1998.tb01335.x, 10.1073/pnas.1720167115, 10.1086/592729, 10.1016/j.saa.2010.08.044, 10.1126/sciadv.ade2067, 10.1111/j.1945-5100.2010.01030.x, 10.1016/j.gca.2011.03.037, 10.1016/j.gca.2011.06.040, 10.1086/447764, 10.1016/0012-821X(76)90039-X, 10.1016/0012-821X(76)90138-2, 10.1016/0012-821X(79)90091-8, 10.1111/j.1945-5100.2008.tb01120.x, 10.1111/j.1945-5100.2010.01164.x, 10.1016/j.gca.2015.05.038, 10.1038/339126a0, 10.1006/icar.1996.0126, 10.1126/science.277.5324.358, 10.1111/j.1945-5100.1998.tb01689.x, 10.1016/j.gca.2013.11.020, 10.1016/j.gca.2013.10.024, 10.1038/s41550-023-02092-9, 10.1016/j.gca.2015.09.019, 10.1016/S0016-7037(96)00374-2, 10.1016/S0032-0633(02)00037-5, 10.1038/s41550-022-01762-4, 10.1038/s41550-022-01870-1, 10.1038/s41550-022-01863-0, 10.1029/1999JE001052, 10.1016/j.gca.2006.08.007, 10.1126/science.aaz6306, 10.2183/pjab.98.015, 10.1126/science.abn8671, 10.1111/j.1945-5100.2011.01197.x, 10.1038/s41467-023-36268-8, 10.1126/sciadv.adh1003, 10.1016/j.gca.2021.05.042, 10.1016/j.icarus.2013.01.003, 10.1111/j.1945-5100.2011.01251.x, 10.1063/1.368563, 10.1016/j.gca.2007.02.008, 10.1186/s40623-022-01762-8, 10.1007/978-94-024-1538-4_7, 10.1126/science.abj8624, 10.1111/maps.12171, 10.1016/0016-7037(85)90073-0, 10.1016/0016-7037(88)90231-1, 10.1080/08940886.2017.1338424, 10.1038/nature04128, 10.1038/nature03088, 10.1016/j.gca.2021.05.041, 10.1016/j.gca.2017.06.009, 10.1126/science.aav8032, 10.1016/0016-7037(93)90013-M, 10.1111/j.1945-5100.2004.tb00070.x, 10.1126/science.abn9057, 10.1038/s41550-021-01550-6, 10.1038/s41550-023-01925-x, 10.1126/science.abn7850, 10.1016/0016-7037(93)90298-B, 10.1126/science.1135842, "
Spacetime representation of topological phononics,,,General Physics and Astronomy,"Pierre A. Deymier,Keith Runge,Pierre Lucas,Jerome O. Vasseur",2024,10.1088/1367-2630/aaba18,"10.1007/978-3-642-31232-8, 10.1007/978-3-319-62380-1, 10.1016/j.crme.2015.07.003, 10.1063/1.4872142, 10.1063/1.4928619, 10.1103/PhysRevB.96.064304, 10.1063/1.4975680, 10.1088/1367-2630/18/8/083047, 10.1016/j.jmps.2017.01.010, 10.1016/j.eml.2017.07.001, 10.3390/cryst6040044, 10.1038/nphys3801, 10.1103/PhysRevB.96.064106, 10.1098/rstl.1865.0008, 10.1016/0165-2125(90)90034-2, 10.1038/nphys1101, 10.1209/epl/i2005-10064-8, 10.1103/PhysRevLett.88.104301, 10.1103/PhysRevLett.46.1351, 10.1103/PhysRevLett.108.153901, 10.1038/nphoton.2012.236, 10.1038/nphoton.2014.177, 10.1038/ncomms4225, 10.1103/PhysRev.182.1400, 10.1098/rspa.1992.0102, 10.1063/1.1705200, 10.1103/PhysRevB.92.125153, 10.1103/PhysRevB.93.075110, 10.1098/rspa.1984.0023, 10.1103/PhysRev.159.1089, 10.1098/rspa.1985.0019, 10.1098/rspa.1928.0023, 10.1109/TAP.1972.1140195, 10.1103/PhysRevB.92.100304, 10.1103/PhysRevLett.109.033901, 10.1063/1.522884, 10.1088/0264-9381/18/17/313, "
Multi-Agent Road Traffic Simulation:,,,,"Alexis Champion,René Mandiau,Stéphane Espie,Christophe Kolski",2024,,
Numerical Simulator for Manual Wheelchair Propulsion based on a MPC Approach,"Nonlinear MPC,Free trajectory constraint,Biomechanical systems,Numerical wheelchair simulator",,General Medicine,"Toufik Bentaleb,Amel Ait Ghezala,Chouki Sentouh,Philippe Pudlo",2024,10.1016/j.ifacol.2023.01.119,"10.1080/10255842.2011.623673, 10.1115/1.4046298, 10.1109/21.52554, 10.1163/016918610X493552, 10.1682/JRRD.2004.08.0106, 10.1016/j.apmr.2008.07.013, 10.1016/j.medengphy.2015.08.012, 10.1682/JRRD.2011.03.0050, 10.1080/01691864.2016.1202136, "
A Temporal Filter to Extract Doped Conducting Polymer Information Features from an Electronic Nose,,,"Electrical and Electronic Engineering,Computer Networks and Communications,Hardware and Architecture,Signal Processing,Control and Systems Engineering","Wiem Haj Ammar,Aicha Boujnah,Antoine Baron,Aimen Boubaker,Adel Kalboussi,Kamal Lmimouni,Sébastien Pecqueur",2024,10.3390/electronics13030497,"10.1007/s40747-023-01175-4, 10.1109/MIM.2022.9693406, 10.1109/MetroInd4.0IoT57462.2023.10180196, 10.1186/s40824-022-00287-1, 10.1093/chemse/25.4.429, 10.1126/science.1249168, 10.1016/j.neucom.2004.01.161, 10.3389/fnsys.2011.00065, 10.1126/sciadv.aaq1458, 10.1038/s41586-023-05798-y, 10.1371/journal.pone.0073289, 10.1038/s41598-022-18086-y, 10.1126/science.ade4401, 10.1126/science.172.3987.1044, 10.1021/jo048445j, 10.1021/cr050049t, 10.1098/rspb.2013.3089, 10.3390/ijms20123018, 10.1016/j.snb.2018.06.015, 10.1002/inf2.12029, 10.1021/acssensors.1c01807, 10.1016/0925-4005(94)87086-1, 10.1073/pnas.92.7.2652, 10.3390/s21154976, 10.1002/pssa.201228310, 10.1021/acs.accounts.5b00438, 10.1038/s41563-021-00980-x, 10.1016/j.synthmet.2021.116890, 10.1007/s10854-022-09376-2, 10.3390/eng4040141, 10.3390/bios9020075, 10.3390/s141119979, 10.1016/j.protcy.2012.02.101, 10.1007/s00217-023-04381-z, 10.1080/10408398.2017.1327419, 10.1088/1361-6501/abef3b, 10.3390/electronics9010084, 10.1109/ISOEN.2019.8823212, 10.3390/s21227620, 10.1109/JSEN.2016.2521578, 10.3390/s151127804, 10.1016/j.snb.2008.10.065, 10.1016/j.snb.2012.01.074, 10.3390/fermentation9090847, 10.1016/j.mtadv.2020.100074, 10.1093/nar/gkv468, 10.1002/aelm.201800166, 10.1016/j.synthmet.2020.116352, 10.1038/s41928-020-00501-9, 10.1002/aelm.202100891, 10.1088/2634-4386/ac9b85, 10.1007/BF01153516, 10.1073/pnas.0307882100, 10.1113/jphysiol.2010.203687, 10.1017/CBO9780511815706, 10.1016/j.orgel.2019.05.001, 10.3390/electronicmat4020007, 10.1002/advs.202102973, 10.1038/s41467-021-27274-9, 10.1371/journal.pcbi.1003526, 10.1016/j.neunet.2017.05.007, "
"Improving Soccer Players’ Memorization of Soccer Tactics: Effects of Visual Realism, Soccer Expertise, and Visuospatial Abilities","Expertise,Memory,Visual processing,Visual realism,Visuospatial abilities",,"Sensory Systems,Experimental and Cognitive Psychology","Hatem Ben Mahfoudh,Bachir Zoudji",2024,10.1177/00315125221076448,"10.1016/j.compedu.2010.10.025, 10.1016/j.neuron.2019.09.031, 10.1037/bul0000130, 10.1515/jirspa-2020-0002, 10.1080/1612197X.2021.1940240, 10.1515/jirspa-2021-0007, 10.1002/ase.1524, 10.1016/j.learninstruc.2012.11.005, 10.1037/bul0000207, 10.1016/j.chb.2014.03.077, 10.1051/bioconf/20110100012, 10.4324/9780429283895-8, 10.1016/0010-0285(73)90004-2, 10.1007/s10763-013-9504-y, 10.1080/15230406.2017.1344569, 10.1207/s15327108ijap1401_2, 10.1080/21520704.2011.649229, 10.1167/16.2.5, 10.1017/9781316480748.036, 10.4324/9781315776675-30, 10.1007/s10648-011-9174-7, 10.1007/978-3-540-25931-2_1, 10.1207/s1532690xci2104_1, 10.3758/BF03200867, 10.1017/CBO9780511610448.005, 10.1007/s10648-010-9126-7, 10.1016/j.chb.2010.07.042, 10.1080/02640414.2015.1069380, 10.1111/j.1365-2729.2006.00180.x, 10.1016/0160-2896(88)90024-4, 10.1016/j.jcps.2015.06.014, 10.1016/j.jcps.2014.12.002, 10.1371/journal.pone.0033879, 10.1016/j.learninstruc.2009.02.003, 10.1016/j.psychsport.2015.03.004, 10.1080/10413200.2012.718312, 10.1016/j.ijhcs.2007.06.005, 10.1016/j.edurev.2013.10.001, 10.1371/journal.pone.0118219, 10.2307/1130467, 10.1007/978-3-540-87730-1_25, 10.1017/CBO9781139547369.026, 10.1111/bjep.12142, 10.1177/2042753019835893, 10.1016/j.learninstruc.2009.02.012, 10.1016/j.cag.2012.04.007, 10.16910/jemr.13.6.1, 10.3389/feduc.2021.702616, 10.1207/S15326985EP3801_8, 10.1007/s12528-009-9011-x, 10.1111/jcal.12476, 10.1080/02701367.2008.10599503, 10.1080/02640414.2014.912760, 10.1002/ase.1654, 10.3390/app11136157, 10.1016/j.learninstruc.2013.12.007, 10.3389/fpsyg.2018.01260, 10.1080/02640410310001641494, 10.1037/a0019491, 10.1016/j.tsc.2020.100628, 10.1016/j.psychsport.2014.07.004, 10.1007/s10648-019-09465-5, 10.1023/B:TRUC.0000021813.24669.62, 10.1016/j.compedu.2016.03.004, 10.1016/B978-0-12-394293-7.00004-2, 10.1037/a0028446, 10.2466/pms.1978.47.2.599, 10.1007/978-3-319-44385-0_5, 10.1080/02640410400021328, "
Multi-agent reinforcement learning for autonomous vehicles: a survey,,,,"Joris Dinneweth,Abderrahmane Boubezoul,René Mandiau,Stéphane Espié",2024,10.1007/s43684-022-00045-z,"10.1016/j.trpro.2020.03.003, 10.1177/001872087601800506, 10.1016/S1369-8478(00)00014-0, 10.1038/nature16961, 10.1038/s41586-020-03051-4, 10.1038/s41586-019-1724-z, 10.1109/ITSC55140.2022.9922205, 10.1016/j.jksuci.2022.03.013, 10.1109/TITS.2021.3054625, 10.1109/IV48863.2021.9575880, 10.1109/TITS.2021.3134702, 10.1016/j.ifacol.2020.12.2310, 10.1007/BF00992698, 10.1007/978-3-030-60990-0_12, 10.1109/TITS.2019.2901791, 10.5555/3295222.3295385, 10.1017/CBO9780511811654, 10.1007/978-3-319-71682-4_5, 10.1007/s10458-019-09421-1, 10.1109/TCYB.2020.2977374, 10.3390/app11114948, 10.1007/s10462-021-09996-w, 10.1007/s10489-022-04105-y, 10.1145/1553374.1553380, 10.1145/3453160, 10.1109/CVPRW.2019.00172, 10.1109/IJCNN48605.2020.9207663, 10.3917/th.701.0001, 10.3328/TL.2010.02.03.157-173, 10.1103/PhysRevE.62.1805, 10.3141/1999-10, 10.1109/TITS.2022.3207872, 10.1109/IROS51168.2021.9636151, 10.1109/TITS.2023.3285442, 10.1073/pnas.1820676116, 10.1109/OJITS.2022.3172981, 10.1007/s43684-022-00023-5, 10.1109/IROS40897.2019.8968478, 10.1109/TITS.2019.2893683, 10.1007/978-3-030-47358-7_7, 10.5555/3157096.3157336, 10.23919/ACC53348.2022.9867314, 10.1016/j.trf.2006.01.002, "
Asymmetric Elastic Wave Propagation in Spatiotemporally Modulated Nonlinear Granular Phononic Crystal,,,,"Florian Allein,Georgios Theocharis,Nicholas Boechler",2024,,
Experimental demonstration of nonreciprocal propagation in a piezoelectric phononic crystal with spatio-temporal modulation of electrical conditions,,,,"Sarah Tessier,Charles Croënne,Florian Allein,Jerome O. Vasseur,Bertrand Dubus",2024,,
Auxeticity enables tuning of topological waveguiding in metamaterial plates,,,,"F. Bosia,G. Carta,M. Morvaridi,V.F. Dal Poggetto,A.S. Gliozzi,M. Miniaci,N. Pugno",2024,,
Focusing and Imaging of Flexural Lamb Waves by Pillared Metasurfaces,,,,"L. Carpentier,Y. Jin,W. Wang,J. Iglesias,A. Khelif,Y. Pennec,B. Bonello,B. Djafari-Rouhani",2024,,
Flat Band Induced Topological Tamm States in One-Dimensional Comb-like Structures,,,,"S. Khattou,Y. Rezzouk,M. Amrani,M. El Ghafiani,E.H. El Boudouti,A. Talbi,Y. Jin,B. Djafari-Rouhani",2024,,
The role of visuospatial abilities in memorizing animations among soccer players,"Animation,Memorization,Prior knowledge,Soccer,Visuospatial abilities",,"Applied Psychology,Physical Therapy, Sports Therapy and Rehabilitation","Hatem Ben Mahfoudh,Bachir Zoudji",2024,10.1515/jirspa-2020-0002,"10.1027//1016-9040.7.2.85, 10.1037/0096-3445.130.4.641, 10.1002/ase.1524, 10.5408/1089-9995-53.4.402, 10.1016/j.chb.2014.03.077, 10.1016/j.proeng.2015.07.175, 10.1080/15248372.2012.725186, 10.1007/s10648-014-9262-6, 10.1080/15230406.2017.1344569, 10.2200/S00669ED1V01Y201508ENG025, 10.1207/s15327108ijap1401_2, 10.1037/0033-295X.102.2.211, 10.1080/1750984X.2017.1290817, 10.1016/S0140-6736(00)03649-7, 10.2190/60Y9-BQG9-80HX-UEML, 10.1017/CBO9780511816819.029, 10.3758/BF03200867, 10.1007/s10648-010-9126-7, 10.1016/j.chb.2010.07.042, 10.1111/j.1365-2729.2006.00180.x, 10.1037/0096-1523.21.6.1391, 10.1016/j.learninstruc.2009.02.003, 10.32890/mjli2019.16.1.6, 10.1080/10413200.2012.735342, 10.1080/10413200.2012.718312, 10.1016/j.chb.2014.03.021, 10.7752/jpes.2016.04213, 10.1016/j.ijhcs.2007.06.005, 10.1002/acp.1787, 10.2307/1130467, 10.1080/0142159X.2017.1395401, 10.4101/jvwr.v2i1.399, 10.1007/978-3-540-87730-1_25, 10.1016/j.learninstruc.2011.02.002, 10.1007/978-3-319-56204-9_1, 10.1111/bjep.12142, 10.1037/13273-004, 10.1037/0022-0663.86.3.389, 10.1037/h0043158, 10.1037/0096-3445.130.4.621, 10.1016/j.psychsport.2014.07.009, 10.1037/0022-0663.84.4.429, 10.1177/001872089303500412, 10.2466/pms.1994.79.1.419, 10.1207/S15326985EP3801_1, 10.1207/S15326985EP3801_8, 10.1145/2442576.2442582, 10.1080/02640414.2015.1045926, 10.1002/ase.1783, 10.1037/0033-295X.103.3.403, 10.3389/fpsyg.2018.01260, 10.1177/0193841X8200600501, 10.1080/09500690802595839, 10.3917/sta.081.0023, 10.1109/TVCG.2014.23, 10.1016/j.psychsport.2014.07.004, 10.1007/978-1-4419-8126-4, 10.1007/s10648-019-09465-5, 10.1038/s41598-018-31704-y, 10.1145/3206025.3206084, 10.1023/B:TRUC.0000021813.24669.62, 10.1177/0963721413484756, 10.2466/pms.1978.47.2.599, 10.1007/s00426-015-0673-x, "
Sparse Coding-based Multichannel Spike Sorting with the Locally Competitive Algorithm,"Locally competitive algorithm,Sparse coding,Spike sorting,Dictionary learning",,,"Alexis Melot,Fabien Alibart,Pierre Yger,Sean Wood",2024,10.1109/BioCAS58349.2023.10388594,"10.1038/nrn3251, 10.1016/j.isci.2019.07.046, 10.1162/089976604774201631, 10.1038/nature24636, 10.1126/science.abf4588, 10.3389/fnins.2016.00474, 10.1109/MM.2018.112130359, 10.1038/nature14441, 10.1109/TBCAS.2015.2479256, 10.1101/061481, 10.1109/ICDMW.2017.12, 10.7554/eLife.34518, 10.1016/j.jneumeth.2005.05.023, 10.1016/j.celrep.2017.02.038, 10.1038/nn.4268, 10.1016/j.jphysparis.2017.02.005, 10.1016/j.neuroscience.2021.05.036, 10.1109/IMCEC.2016.7867280, 10.1016/S0042-6989(97)00169-7, 10.1162/neco.2008.03-07-486, 10.1109/JPROC.2010.2044470, 10.1038/nnano.2017.83, 10.1109/TNSRE.2018.2830354, 10.3389/fnins.2019.00754, 10.1186/s13634-019-0650-4, 10.1109/MLSP52302.2021.9596348, 10.1007/s12021-020-09467-7, 10.7554/eLife.55167, 10.1016/j.cell.2015.09.029, 10.1117/12.2013504, 10.1145/3546790.3546811, "
"Authenticité, dispositifs et contre-dispositifs de véridiction, simulation, deep fakes et intelligence artificielle","Dispositif de véridiction,Deepfake",,,"Angelina Toursel,Philippe Useille",2024,,
When Fact-checking renews Information Technology and Journalism: an Epistemological Approach,"Epistemology of journalism,Epistemology of fact-checking,Journalism",,,"Angelina Toursel,Philippe Useille",2024,,
[Invited] Ultra low power Cochlea for biodiversity monitoring,,,,"Francois Danneville,Larach Hicham,Pierre Boulet,Philippe Devienne,Hervé Glotin,Christophe Loyez",2024,,
Recherche d'informations personnalisées,"Information system,Transport,Intelligent agents,Systèmes d'information,Transport,Agents intelligents,Recherche d'informations",,,"Christelle Petit-Rozé,Emmanuelle Grislin-Le Strugeon,Mourad Abed,Guillaume Uster,Christophe Kolski",2024,,
Modelling of agent oriented interaction using Petri Nets : application to HMI design for transport system supervision,,,,"Houcine Ezzedine,Abdelwaheb Trabelsi,Christophe Kolski",2024,,
Bayesian statistical inference for assessing importance of a disturbing environment effects (Conference Proceedings),,,,Laurent Desombre,2024,,
Covariance Stability Conditions for Linear Systems under Unbounded Additive and Parametric Uncertainties in Stochastic MPC applications,"Uncertain systems,Invariance,Stochastic MPC",,,"Kaouther Moussa,Mirko Fiacchini",2024,,
Human-agent Interaction based on Game Theory: Case of a road traffic supervision task,"Game theory,Intelligent agent,Multiagent system,Road traffic supervision,Simulation",,,"Martial Razakatiana,Christophe Kolski,René Mandiau,Thomas Mahatody",2024,10.1109/HSI49210.2020.9142687,"10.1017/CBO9780511811654, 10.3233/WIA-2008-0128, 10.1017/S0269888998004020, 10.1109/IntelliSys.2017.8324315, 10.1016/j.engappai.2008.04.002, 10.3166/rts.100.185-194, 10.1007/978-3-540-71103-2_14, 10.25088/ComplexSystems.21.3.201, 10.1007/978-3-030-06170-8_11, 10.1073/pnas.36.1.48, 10.1109/ITSC.2017.8317730, 10.1201/b11963, 10.1016/j.jcss.2014.11.011, 10.1109/ACCESS.2018.2808937, 10.1007/s10489-007-0045-3, 10.1109/TITS.2019.2897377, 10.1109/TITS.2018.2886247, 10.5860/crl12-349, 10.1007/s007790170019, "
